닉네임,날짜,내용,종목
경영맨,2024-12-16T10:50:35+09:00,이거 원화로사는거임?,360750
교수님살려주세요,2024-12-16T10:44:21+09:00,제 적금은 이걸로 정했습니다,360750
모빌러,2024-12-16T10:40:50+09:00,오늘 6천만원 몰빵했는데 잘한건지ㅠ,360750
bluebear7,2024-12-16T10:33:21+09:00,옳지 옳지 잘한다,360750
따라하면망함,2024-12-16T10:28:22+09:00,입성,360750
유동치,2024-12-16T09:37:55+09:00,지금 20대입니다. 지금 s&p500으로 구매후 노후에 s&p500을 팔고 배당다우존스나 이쪽으로 가는게 맞을까요? 맞고틀림이 없다는걸 알고 자기선택이 중요하다는걸 알지만 선배님들의 생각이 궁금합니다,360750
윤윤윤윤윤윤윤윤윤윤윤,2024-12-16T09:09:16+09:00,항상 감사합니다:),360750
천만원고고,2024-12-15T20:55:50+09:00,"VOO랑 S&P500 둘 같은 ETF죠?
여태 S&P500을 모았는데..
장.단점좀 알려주세요",360750
닭발사나이,2024-12-15T16:27:09+09:00,"갖다팔고,혹은 냅두고 미래에셋 isa계좌로 갈아탈까 생각중입니다.

isa계좌에 연간 한도 2000만원 한번에 채울지
아니면 적금처럼 한달에 100만원씩 넣을지도
고민인데요 뭐가 낫냐 보다는 보통 어떤식으로들 하시는지요??

긴글 읽어주셔서 감사합니다.",360750
도도새1000,2024-12-15T13:02:07+09:00,이거랑 spy랑 차이가뭐죠?,360750
Dffffs,2024-12-14T01:46:27+09:00,"여기 처음 들어왔어요. 글들 몇개 읽다가
중개형 isa 계좌 만들려고 하는데 추천 증권사 있으실까용?
쓰기 편한 증권사에서 가입하라는데 어떤 증권사를 골라야할지 모르겠네욥 ㅜㅜ",360750
루돌프프,2024-12-13T18:26:10+09:00,"곧 성인인 19살 입니다.성인이되면 isa 계좌를 개설하려고 하는데 어느은행에서 하는게 괜찮을까요? 은행 모두 조건이 같은가요..?
#TIGER_미국S&P500",360750
라삐삐,2024-12-13T13:59:45+09:00,쬐끔 산거라 떨어지면 확 살려고 하는데 안떨어짐;,360750
regist,2024-12-13T11:18:19+09:00,이거 양도소득세 나오죠? 양도소득세 금액 맞춰서 언제까지 매도해야 될까요? 26일? 31일?,360750
줏대잇게사라가yo,2024-12-13T10:52:20+09:00,음,360750
흠이도,2024-12-13T09:46:49+09:00,다른곳에서 코인이랑 다른주식이든 돈많이벌었다고 또 거기하지말고 번돈에50퍼정돈 여기 isa계좌에 넣고 또다른주식을하든해..,360750
주힉이,2024-12-13T02:27:43+09:00,다들 차피 오를거니까 사라는 분위긴데,360750
뉴냐어엉,2024-12-13T01:09:39+09:00,"20대 초반 인데요..!!
22일에 400정도 넣어둔 예금이 끝나는데
요기에 다 넣으면 너무 도박인가요…ㅎㅎ
다들 오르기만 한다고 하셔서 고민입니당…",360750
주식모아집을사자,2024-12-12T22:51:06+09:00,ISA IRP 토스증권 하고 있는데 (해외向국내 ETF)ISA 세제 혜택 될 때까지 -> (해외向국내 ETF) IRP 세제 혜택 될 때까지 -> 남는 돈(해외 직투) 토스 이렇게 하면 되겠죵?,360750
쀠약히,2024-12-12T21:39:44+09:00,"타이거 snp500 달러 영향 받나요~?
국내주식이라 영향 안받나요~?
환차익은 없죠~?",360750
난생처음주식하는데,2024-12-12T20:32:18+09:00,1달만에 5프로 먹었네요. 엔간한 적금보다 낫다더니 진짜였군요...,360750
낑꺙뚕,2024-12-12T19:58:50+09:00,"안녕하세요 전 소소하게 s&p 500 모아가고 있는 대학생 주린이입니다.

3월부터 조금씩 모으기 시작해서 현재 평단 17000원대이고 50주 정도 있는 소액 주주인데,

정리를 하고 ISA 계좌에서 다시 시작하는 게 좋을까요? 계좌는 만들어 놨습니다
장기적으로 볼 땐 ISA 계좌로 넘어가는 게 맞는 것 같은데 평단이 높아져서 아쉬워서요ㅠㅠㅋㅋ 너무 주린이 마인드인가요?? 여러분들의 조언이 필요합니다. 😢😢",360750
티모는뚠뚠,2024-12-12T17:36:59+09:00,"21,640원
108주
2,337,120원",360750
지넉상,2024-12-12T14:38:59+09:00,나중에 다시 올게🖐🏻,360750
체체로,2024-12-12T14:09:27+09:00,"snp도 종류가 많더라구요 타이거 코덱스 라이즈 뭐 등등
차이가 무엇인가요..?",360750
응어아잇어,2024-12-12T13:28:35+09:00,"안정적이긴한데..
그게다야..",360750
바브다,2024-12-12T13:27:23+09:00,편안~~~,360750
홍두께님,2024-12-12T12:41:16+09:00,퇴사하게 되서 퇴직연금 dc형을 irp계좌로 그대로 옮기려하니 예금은 가능해도 etf주식은 해지해야 된다고 하네요 etf해지금은 현금성 자산으로 넘어오나봐요 그대로 유지하려 했는데 이해가 안가네요,360750
도착했다,2024-12-12T12:04:26+09:00,토스에서는 구매 못하는건가요 ㅎㅎ 주린이입니다 토스증권에 100만원잇는데 왜 구매하기 누르고 들어가면 잔액이 안나오는지....흠,360750
코코찡,2024-12-12T11:54:51+09:00,"isa 1900 넣고
나머지 토스로 구매했는데
근데 이거 좀더 공부를 해야겠어요",360750
행운의길잡이300,2024-12-12T11:01:14+09:00,"이번에 전역 한 후에 군적금으로 안정적인 ETF에 투자해보려 합니다.
유튭보면서 ETF는 주식과 유사하지만 적금에 비해 우대금리도없고, 기준금리를 따라가기에 안전성이 높자고 들어서요!

일단 증권사에서 ISA 개설 후 3년 있어야 혜택 받으니까 이거로 장투한다는 느낌으로 뛰어들면 될까요?
주식 완전 처음이라 선생님들 잘 부탁드립니다🫡🫡",360750
주식모아집을사자,2024-12-12T10:44:19+09:00,Isa로 감니다…,360750
아무리못해도남탓하기,2024-12-12T09:52:17+09:00,"증권계좌에 있는 돈에 맞춰서 모으기를 하려고 했는데 계좌에 돈이 부족하다고 돈을 더 넣으라는 건 뭔가요?
모으기가 아닌 일반 구매는 추가로 돈을 넣지 않아도 원하는만큼 구매할 수 있던데
모으기에만 수수료같은 게 있나요?
제가 95주를 구매하고 싶은데 이럴 바엔 모으기 말고 95주 전부 사는 게 낫겠죠?",360750
고딩주린잉,2024-12-12T09:04:46+09:00,주식 모으기를 할려고 하는데 당일날만 되면 구매 취소가 되네요. 아시는 분 있나요???,360750
silverze,2024-12-12T02:11:45+09:00,예적금 다 깨고 앞으로 얘로 적립매수해야겠다^^,360750
골드준,2025-01-06T20:31:50+09:00,이거 팔때 수익으로 종소세나 건보료 적용되는거죠? 안팔고 가지고있으면 아무 영향없죠? 배당주들 때문에 금융소득세 조절해야해서요,357870
박지성c,2024-12-30T13:24:27+09:00,정말 개미만큼 오르네요 🐜,357870
bettas,2024-12-27T13:27:02+09:00,토스 파킹 1.8프로보다 이익이 되려면 수수료 때문에 최소 7일은 넘어야 이익이네요.,357870
닉네내,2024-12-16T16:47:22+09:00,"왜 안팔리나요..
5원 내려야 되는건가요?
살때는 5원 업해야하고 팔때는 내려야하고ㅜㅜ",357870
서래먹,2025-01-10T09:41:14+09:00,가야하는데 못가네,069500
우로요,2025-01-08T12:32:59+09:00,더는 버틸수 없다..!!,069500
알랑케이,2025-01-08T11:58:10+09:00,탈출버튼 누를까말까.. 심히고민중,069500
타이칸터보GT,2025-01-07T15:54:59+09:00,잘했네,069500
호호호히히히,2025-01-06T14:10:59+09:00,일단 나가자,069500
thedetail,2025-01-06T13:44:08+09:00,🍬,069500
에스프레소투샷,2025-01-06T09:43:58+09:00,오늘 기대감으로 출발,069500
어린늑대,2025-01-03T13:46:14+09:00,인가,069500
어린늑대,2025-01-03T13:39:36+09:00,폭포수??,069500
어린늑대,2025-01-03T10:01:30+09:00,떨어지면 또 사러온다,069500
온톨로지인베스트,2025-01-02T13:12:07+09:00,고민되는구만,069500
배당주모을,2025-01-02T12:48:30+09:00,애완동물,069500
짭버핏,2024-12-30T13:43:52+09:00,".. 아 또 나도모르게 대한민국을 믿어버렷다..

애국자는 아님.. ㅠㅜ",069500
가쥬왕88,2024-12-27T11:50:30+09:00,비중 23%삼전,069500
채권쟁이,2024-12-26T12:13:51+09:00,"국장 비중을 서서히 올리고 있는 중인데
이게 맞는건가 라는 생각이 점점 든다...",069500
흑화인,2024-12-26T11:13:10+09:00,역대급바닥인데?,069500
어린늑대,2024-12-26T10:56:55+09:00,추추,069500
어린늑대,2024-12-24T15:19:20+09:00,바닥 잡으러 가자~~,069500
불타는승부사카페와유튜브,2024-12-24T07:24:59+09:00,"불타는승부사의 한국 증시 대응 전략 의견

2024년 한국 증시는 고금리, 고환율, 고물가라는 삼중고로 인해 하락세를 보였습니다. 이러한 환경은 수출 의존도가 높은 한국 경제에 부정적인 영향을 미치며 코스피와 코스닥 지수 모두 약세를 기록했습니다.

그러나 2025년은 글로벌 금리 인하 가능성과 경기 회복에 대한 기대감으로 인해 서서히 반등할 가능성이 점쳐지고 있습니다. 특히, 하반기로 갈수록 유동성 개선과 주요 업종의 실적 개선이 예상되면서 증시 회복세가 본격화될 것으로 보입니다.
(계속)

출처 : 불타는 투자 인사이트 보고",069500
달러버는개미,2024-12-24T04:04:34+09:00,"3만미만에 분할매수해도 늦지않겠네
예의주시중.",069500
알랑케이,2024-12-20T10:11:14+09:00,언젠간 오르겠지..,069500
인삼이를위해하루에3만원벌자,2024-12-20T09:45:47+09:00,마실께여,069500
데이먼알반,2024-12-18T09:58:57+09:00,대한민국은 무너지지않는다,069500
채권쟁이,2024-12-17T09:26:53+09:00,"국장은 역시 쉣이네요..
개미만 사네~",069500
서래먹,2024-12-17T09:12:25+09:00,힘이없어힘이,069500
흙수저치의,2024-12-16T09:39:12+09:00,다음에 또 올게여,069500
채권쟁이,2024-12-13T23:49:33+09:00,"오늘 미장도 분위기 좋고
특히나 반도체가 쎄게 올라줘서
이것만 해도 월요일 국장이 기대가 될텐데
내일 정치 불확실성까지 해소되면 너무 좋겠다",069500
챠드리,2024-12-13T13:53:09+09:00,탄핵 가결 받고 2800까지 가자!!,069500
천만원고고,2025-01-11T18:25:53+09:00,"QQQ로 사는게 낫나요?
나스닥100 으로 사는게 좋은걸까요?

둘다 나스닥100 인데
주린이라 고수님들 의견 궁금합니다",133690
주린이다비,2025-01-10T13:39:50+09:00,10:1로 ㅇㅇ,133690
아니돈,2025-01-09T14:31:44+09:00,얘도 ETF인가요?,133690
크아하하,2025-01-09T10:55:40+09:00,"금리인하 역풍이..ㅠ
타이거 나스닥은 환율좀 잡히고 분할 매수하는 게 맞겠죠??",133690
만년쥬린이,2025-01-08T17:24:29+09:00,"은행어플로 적립식 매수중인데
증권사로 이전 하려고 해요
어플 조작환경 좋은 증권사 추천 부탁드립니다!!",133690
국한식주,2025-01-08T08:52:25+09:00,13.7시작 예상,133690
아오제바,2025-01-08T07:55:31+09:00,"원금 1000이면 주식 분할해서 400/300/300
넣는다 or 400/300/300을 하루에 몇주씩 하루하루 모은다 (전부ETF기준)
무ㅓ가 더 좋나요..?",133690
양자암호,2025-01-07T14:47:14+09:00,나스닥 지수는 올랐는데 etf들은 왜 죄다 마이너스나는거지 ㅋㅋ,133690
재스민0405,2025-01-07T07:38:53+09:00,"보통 irp, isa 어디서 뚫으시나요?",133690
예아푸씨,2025-01-06T14:44:03+09:00,이것도 ISA로 매수하나요?,133690
키롱크,2025-01-06T13:51:14+09:00,일반주식계좌로 해서 매수해도 되나요??,133690
나는호9,2025-01-06T10:11:39+09:00,전세금 마련을 위해 전량 매도했습니다,133690
GAEK,2025-01-02T15:09:05+09:00,https://m.site.naver.com/1A62o,133690
04년생주식왕,2025-01-02T12:55:27+09:00,ㅇㅇ,133690
04년생주식왕,2025-01-02T12:55:02+09:00,ㅋㅋ,133690
미신나무,2025-01-02T12:46:14+09:00,"아 몰랑
ISA 계좌 2000만원 풀매수
25년 마지막날에 확인 개꿀잼",133690
미신나무,2024-12-30T12:36:40+09:00,2~3% 더 빠지겠네,133690
SnP500H,2024-12-30T12:07:24+09:00,"요즘 1년짜리 10%적금보다 3개월전에 투자했는데 벌써23%올랐네요
저는 8%~10%적금도 여러개 하고 있는데 붓는금액이 얼마안되어서 이자가 얼마안되네요ㅋㅋ",133690
미쿡주식맨,2024-12-30T10:57:18+09:00,파랭이일때 사는것이 감사할따름.,133690
StayTheCours3,2024-12-27T14:39:30+09:00,"환율때매 오른거 다시 내려왔네.. 아까는 너무 높아서 좀 어질어질했었는데, 내려오니까 오히려 마음의 안정이 온다... 어차피 장투라..",133690
설거지부서의고점탐지반,2024-12-27T12:53:02+09:00,님들 나스닥 달러로 사는것보다 그냥 이거 사면되요? 차이가 뭐에요?,133690
푸리렝렝,2024-12-27T12:52:12+09:00,"어짜피 오를걸 알아서 다들 호들갑을 안떰ㅋㅋㅋㅋㅋ
인내심을 가지고 기다리면 믿음으로 돌아온다 이거야",133690
미신나무,2024-12-27T10:14:27+09:00,"퇴직연금 계좌 수익률 달달하네
너무 달아서 이빨 다 빠질듯",133690
겸손수달,2024-12-27T09:34:14+09:00,"적금 예금 열심히 하던 과거…
진작 시작할걸!!",133690
그레이트럼프럼프,2024-12-26T18:02:55+09:00,"뭐사 모으는게 좋을까요? 편하게 조언주시면 감사하겠습니다

아 그리고 타이거나스닥100 2배 레버리지로 수익본것도 동일하게 15.4% 양도세 동일한지 궁금합니다",133690
코드갈아넣는개발자,2024-12-26T15:06:09+09:00,"일희일비 하지않고 스닥 슨피는 꾸준매하면 될 일.
신규 투자자는 갑작스런 호재겠지만 원래 미장 연관된 녀석이 이러한 법.
올랐다고 흥분하지말고 스닥 슨피 보다 내가 투자한 종목이 더 먹느냐 덜 먹느냐를 기준으로 삼길.",133690
메롱이죠,2024-12-26T10:18:41+09:00,너때매 내가 산다...,133690
마망다,2024-12-26T09:01:34+09:00,적금 왜함 ㅋㅋㅋㅋ,133690
나라고1,2024-12-24T09:13:43+09:00,"어제 QQQ 0.9%오르고 환율도 올랐는데 왜 오늘 오르지 않은 상태인거죠?
이해가 안 되네요.",133690
마망다,2024-12-24T09:03:23+09:00,뭐하냐 어제 나스닥 1% 가까이 올랐는데,133690
SnP500H,2024-12-21T06:56:46+09:00,내렸을태 사셰요 이아이는 꾸준히 차분하게 잘다지면서 올라서 아주 단단한 아이죠ㅋㅋ,133690
행복하고건강한알부자,2024-12-20T21:44:44+09:00,월요일이 무섭네,133690
먕먕뇽뇽,2024-12-20T13:09:59+09:00,사자마자 물렸네,133690
경운기,2024-12-19T12:44:23+09:00,국장에 쳐맞았을 때는 숨도 안쉬어지던데ㅋㅋㅋ,133690
클템이현우,2024-12-19T10:16:26+09:00,환율 적용돼서 이정도로 끝난건가,133690
감돌고기,2024-12-19T09:55:29+09:00,코덱스로가야게따 이건 너무비쌈,133690
잘리스,2024-12-19T09:26:54+09:00,지금 진입 어떤가요?,133690
bluebear7,2024-12-19T08:59:35+09:00,안돼 ㅜ 다들 잘 살아남읍시다요,133690
안뉴늉,2024-12-19T08:08:44+09:00,"아휴 오늘 나락하겠네요 ,,,",133690
돈복사해보쯔,2024-12-18T00:52:35+09:00,굳 모아갑시다,133690
행운의길잡이300,2024-12-17T12:02:22+09:00,"시드가 적은 편이지만 최근에 isa 만들어서 매일 1주씩 적립식 매수로 미래에셋에서 쓰고 있습니다
현재 타이거snp500 / 타이거나스닥 5:5 비율로 하는거 괜찮을까요??
커뮤 보다보면, isa는 TR 붙은 코덱스가 조금 더 괜찮다는데, 뭐가 뭔지 잘 몰라서 단순 증권사 차이가 아닌가요? 배당포기하고 재투자하는 느낌이라는데 장투로는 tr이 좋다고 해서요.. 도와주세요!",133690
대주주횽이야,2024-12-17T10:25:25+09:00,퇴직연금으로 103에 샀었는데 30퍼 넘었네요 위험자산비율 70퍼 초과해서 더 못사는게 아쉬울따름,133690
주식은운칠기삼이야,2024-12-17T08:51:47+09:00,돈오름,133690
아니이씨아오,2024-12-16T23:55:51+09:00,"타이거 한쪽 장기 투자하고싶은데....

토스에선 하지말라고만하지 이유를 안알려줘서요",133690
스터스터,2024-12-13T13:55:52+09:00,"1년, 5년 수익률 둘다 너무 차이나는데
왜 그런지 설명해주실 분 ㅠㅠ",133690
루시연,2024-12-12T17:19:39+09:00,"tiger 나스닥 100 몰빵 vs s&p500이랑 반반
머가 좋을까요 isa 사용중",133690
쌈이이,2024-12-12T10:14:45+09:00,왜 차트에 반영이 안될까요ㅠ 며칠째 1주로만 뜨는데,133690
하리아빠,2024-12-14T10:01:05+09:00,잠시 주차합니다,488770
로도코코스,2024-12-27T14:38:30+09:00,"🚗 단기파킹형 KOFR 금리 ETF 총정리!
💡 단기 투자로 안정성을 찾고 있다면?
📊 KODEX, TIGER, RISE 비교 분석!
👉 https://rhodococcus.tistory.com/95",423160
폴라포당,2024-12-14T10:03:31+09:00,아주 작은 돈들도 열심히 일하게 하라 💪,423160
미래창창,2025-01-11T20:36:05+09:00,두개 다 같이 사도 되나요?,379800
김밥맨1,2025-01-11T14:44:41+09:00,"토스가 증권사?인지는 모르겠지만 주식매매가능하니까 증권사 맞겠죠..? 아무튼 토스와 같은 증권사에서 구매한 국내상장 해외ETF(에이스 같은) 를 ISA로 이동시킬 수 있나요?

혹시 아시는 분들은 알려주시면 감사하겠습니다ㅜ

ISA가 좋아보이는데 이제 주식 입문한 대학생이라 소득이 없어 개설을 못합니다.. 그래도 미리 용돈으로 투자하고싶어서요",379800
큐제슈,2025-01-10T15:09:18+09:00,들어가는거 나쁘지않은거같은데 어떤가요,379800
고점저점판독기,2025-01-10T13:25:47+09:00,떨어지는게 좋은건 얘밖에 없다,379800
주린이에엳,2025-01-10T13:24:11+09:00,3년이 만기라는데 연장해서 안팔고 계속 놔두려고여,379800
패스파이너,2025-01-10T12:30:04+09:00,"KODEX S&P500TR 40%
KODEX 미국나스닥100TR 30%
엔비디아직투 20%
그때그때 단타 10%",379800
SpaceCowboy,2025-01-10T12:02:36+09:00,Check,379800
주린생04,2025-01-10T10:37:24+09:00,타이거랑 이거중에 고민중인데 어떤걸 더 추천하시나요?,379800
현이맨,2025-01-10T10:07:50+09:00,지금 사면 기회인걸까?,379800
발베니12더블,2025-01-10T09:20:47+09:00,얘는 왜 떨어지지.... 어제 미장 쉬었는데....,379800
문개미,2025-01-10T02:42:43+09:00,근데 이 주식은 국내상장 etf고 tr상품이라 토스계좌에서나 ISA에서 하나 똑같지 않나요? 배당도 재투자되고 매매차익에 대한 세금 안내자나요 그럼에도 왜 아래 다들 ISA를 추천하시는지?!,379800
제로제로제로,2025-01-09T19:49:49+09:00,"새로운 ETF도 많이 출시되고 있지만
파고들면 실속이 부족하다.
결국은 정답은 얘다.
장기투자를 지속 가능하게 해주는 국밥 같은 ETF",379800
도지열차,2025-01-09T19:23:21+09:00,나의 한 주.. 그 대단한 위력을 보라,379800
아앙히하,2025-01-09T18:52:15+09:00,"개별주식이 아닌 이런 아이들은 얼마나 잡고 매달 매수하시나요 ?

그리고 토스증권으로 매달 매수 해도 걱정 안해도 될까요?",379800
나는나우,2025-01-09T12:17:12+09:00,오ㅑㄹ캐떨어짐;;,379800
권세똥,2025-01-09T00:35:24+09:00,etf 투자할거면 isa 계죄로 투자하는게 젛을까요 아님 토스 증권으로 투자하는게 좋을까요 매달 투자 할생각인데.. 조언 구합니다,379800
노랑아빠,2025-01-08T18:02:57+09:00,19700원 줍줍..!,379800
엘에스디,2025-01-08T12:13:26+09:00,"저는 환율, 주가 관계 없이 연초에 일시 매수 하는 것을 선호합니다.

다양한 매수 시점에 따른 수익률 격차는 기간이 길어지면 그 격차는 좁혀지고, 사라지기 때문 입니다.

그렇기 때문에 한도가 풀리는 연초에 매수 해놓으면 머릿속에서 지우는 것이 가능 해집니다.

타이밍 투자를 하게 된다면 머릿속에 걸어놓고
생활 해야하기 때문에 뇌가 뜨거워집니다 ^^

앞서 말했듯이 기간이 길어지면 격차가 줄어들기 때문에 큰 의미가 없거든요.

게다가 그 타이밍을 맞추지 못했다는 스트레스도 생길테니까요.

TR ETF는 자동 배당 재투자까지 되기 때문에 더욱 더 머릿속에서 지우기가 쉬워서 장기 투자용으로 최고의 ETF입니다!

오늘 ISA계좌에 잔여 한도를 채우게 되어, 기록용으로 남깁니다!",379800
발베니12더블,2025-01-08T04:56:59+09:00,오늘은 19300원으로 시작하겠네요...,379800
먕먕코,2025-01-07T16:22:11+09:00,이게 일반s&p500 보다 나은게 뭐죠?,379800
삼겹살좋아요,2025-01-07T13:43:47+09:00,사자마자 꼬라박네 분할매수 할걸 ㅎㅎ,379800
대구소녀,2025-01-07T12:53:09+09:00,결혼할때 조금이라도 올라서 보태고자….ㅎㅎ,379800
주식물린삐약,2025-01-07T12:34:06+09:00,연저에 천천히 매수치니 맛있구만,379800
봉봉로로,2025-01-07T11:38:28+09:00,지금 환율때문에 내려가는구나ㄷㄷ,379800
테슬리로부자되기,2025-01-07T11:18:17+09:00,슛,379800
대구소녀,2025-01-07T09:36:14+09:00,"11월 1일에 5주 들어갓는데 배장재투자는
어떻게 이루어지나요? 갯수가 그대론데.. 더 투자해야할까요?",379800
초밥좋아123,2025-01-07T09:19:22+09:00,이거 원화로만 살수잇나요,379800
삼겹살좋아요,2025-01-07T09:17:02+09:00,"타이거에서 넘어옴
적금개념으로 매달 박을 예정",379800
발베니12더블,2025-01-07T06:48:14+09:00,오늘도 약한 훈풍요!!,379800
커피값만벌게요,2025-01-06T22:26:59+09:00,내일이 두렵구나,379800
스사사다다다라로,2025-01-06T21:41:29+09:00,"이걸 살꺼요 엔비디아를 살까요??
우량주에 넣는 것과 snp500에 넣는 걸 비교하려는데
애플 테슬라 엔비디아 같은 애들은 어지간해선 무조건 오르는 느낌인 것 같던데 소액이라면 차라리 우량주에 투자하는게 맞을까요??",379800
초밥좋아123,2025-01-06T19:15:09+09:00,이거 원화로만 살 수 있나요?,379800
미장으로갑시다잉,2025-01-05T18:22:41+09:00,"안녕하세요. 제목처럼 S&P500을 추가 구매하려고 합니다. 현재는 타이거 에센피 500을 가지고 있는데
지속적으로 타이거 에센피 500에 넣는 게 나을까요?
아니면 KODEX 에센피500 tr을 사는 게 나을까요?",379800
hoonnyy,2025-01-05T11:59:45+09:00,"조언 부탁드립니다
예를들어 1억이 있고 (추가로 들어오는 돈은 없는상태)
적립식으로 투자 하려고 하는데
1년으로 나누어 83만원씩 12번 1년으로 끊어야 하는건지
아니면 기간을 좀 더 늘려 2년으로 나누어 416000원씩 2년잡아 넣어야 하는건지.

1억을 적립식 투자한다고 할시 이럴경우 기간설정을 어떻게 하는게 좋은 방법일까요. 고수님들 조언좀 부탁드립니다.",379800
발베니12더블,2025-01-05T03:14:28+09:00,내일 아침엔 훈훈하게 오르겠네여!!,379800
으이으유아,2025-01-04T12:01:52+09:00,Snp500은 올랐는데 얘는 왜 -인가요 ?? 한국 etf 주식은 처음 해봐서 몰라요,379800
볼푸코,2025-01-04T11:56:19+09:00,1억정도 목돈을 1년동안만 묵혀둬야하는데 은행보다 주식에 넣는게 좋을까요? 넣는다면 어떤주식이 안정적일지몰라서요. 도움좀 주세요 ㅜ,379800
뇸뇽뇨,2025-01-03T17:01:29+09:00,Isa계좌는 3년 보유해야하잖아요?? 그게 원금도 3년간 인출 안 되는건가요? 아님 수익만 인출 안 되는건가요,379800
엘에스디,2025-01-03T11:56:08+09:00,"연금저축계좌로 S&P500 ETF를 투자하는 방법은 간단합니다.

매년마다 연금계좌 한도가 풀리는 1월2일에
분배금까지 자동 재투자해주는
kodex 미국S&P500TR ETF를 매수하면
그 해 투자는 완료됩니다.

올해는 1월3일에 매수했습니다.

이 후 다음해 투자금을 준비하시면 됩니다.
현금흐름 상황에 맞춰 1800만원 이후 금액은
isa계좌로 추가 매수하는 방법도 좋습니다.

올해 isa계좌는 3월정도에 한도에 도달할 것 같습니다.

위 사진은 연금저축계좌이고 아래는 isa계좌 입니다.",379800
고점저점판독기,2025-01-03T02:51:58+09:00,남들 테슬라로 먹는거 배아파서 쪼끔씩 샀었는데 오늘 떨어지는거 보니 전 슨피가 답인듯 싶긴하네요.. 어차피 나란 놈은 테슬라 +20퍼일때 매도버튼을 못 누르는 스레기라..,379800
팀카카,2025-01-02T20:29:20+09:00,"혹시 이건. 퇴직연금으로 구매할려고하는데
국장시간에만 구매가능한가요??",379800
진짜아무것도모르겠소,2025-01-02T19:25:09+09:00,"여름에 내려갈때 들어갔다가
슨피에서 나스닥 갈아타려고 올랐을때 팔았죠..

그러고 다시 들어갈 타이밍 못 잡다가

어차피 적립식 할건데 요며칠 상태 주춤하니 지금 들어가자 하고 넣었는데....

다들 변동성의 위험이 크다고 하니..........ㅜ

괜한 타이밍에 들어온거인가요",379800
모리니30남,2025-01-02T17:16:20+09:00,오늘 느낌이 조은데,379800
Fire개미,2025-01-02T15:15:00+09:00,선생님들 토스증권이랑 타 은행 증권이랑 다른게 뭔가요? 토스증권으로 s&p모으고 있는데 손해인가 질문해봅니다,379800
가보자구구구우,2025-01-02T13:54:20+09:00,얼른사둬라,379800
모리니30남,2025-01-02T13:54:04+09:00,무한추매,379800
AnduinWrynn,2025-01-02T12:37:44+09:00,"작년 금융소득종합과세 한도 다채워서 올해 나머지 매도 했습니다.
올해 만기되는 적금에 배당까지 있어서 2천은 ISA에 넣고 나머진 빌어먹을 삼전 물타면서 미장 직투를 하던지 고민 좀 해봐야겠네요. 다들 올해 성투하세요~",379800
주구느,2025-01-02T10:19:39+09:00,지금 사는거 좋아보이나요?,379800
모리니30남,2025-01-02T10:04:35+09:00,어이고 겁나 밀리네,379800
나빈파파,2025-01-01T14:59:35+09:00,"국내 ETF 투자하는 분들은
대부분 증권사 ISA 계좌로 하고
토스는 그냥 커뮤니티로 쓰시는걸까요?",379800
제디와,2024-12-31T14:54:16+09:00,국내장 열리기전까지 확인이 안되니 좀 불편하긴 하네요. Voo로 갈아타야하나 고민중..,379800
엘에스디,2024-12-30T12:16:27+09:00,"위 사진은 연초에 한도액 일시 매수 후 현재까지 성과입니다.

아래 ISA계좌는 3월에 한도에 도달하여 현재까지 성과입니다.

#KODEX_미국S&P500TR",379800
사랑해요캐쉬,2024-12-30T12:13:49+09:00,"좀 더 내려와~내려와~
오늘은 10주만 모아봅니다.",379800
노랑아빠,2024-12-30T10:30:29+09:00,"연저펀에
3주 추매 / 20065
5주 추매 / 20030

좀 비싸게산거같으나
23년뒤 55세에는 겁나 큰 금액이 되어 있으리라 믿음",379800
나는나우,2024-12-30T10:21:54+09:00,왤캐떨어짐?,379800
안내메시지,2024-12-30T10:16:02+09:00,쓸데가 있어 잠깐 털고 또 들어옵니다. 이 주식은 웬만하면 안떨어지겠죠?,379800
모리니30남,2024-12-30T09:48:10+09:00,오늘 200주 추매,379800
노후준비중입니다,2024-12-29T02:13:38+09:00,"토스증권에서 해당 ETF를 정찰병으로 두고 작년 이맘때부터 증권사 연금계좌를 개설해 어느덧 1년차 수익이 500만원 가까워졌습니다.

시작이 반이라고 아무것도 모르고 시작한 연금준비를 5월 말에도 기록차 여기에 남겼을 때 9%(+150만) 수익이라 감개무량했는데, 1년을 채운 현 시점은 시장이 좋았던 덕에 예상했던 것보다 수익이 많네요.

이제 겨우 1년이 지났습니다. 고꾸라지는 시기도 분명 오겠지만 15년간 꾸준히 납입 및 종목별로 운용수익을 최대한 유지해 10억을 만든 시점부터 매년 연금을 수령할 예정이고, 그 와중에도 잔액은 계속 굴려 매년 억대 복리 수익을 목표로 기대를 하고 있습니다.

바람대로라면 은퇴하고 연금수령하는 50~60대부터가 오히려 노동하는 지금보다 수익이 몇 배는 많아질거라 기분 좋은 상상을 하게 되네요.

주식 직투 외에 노후준비용으로는 해당 연금저축과 IRP 외에 국민연금(의무)과 노란우산(월100)으로 나름 4층으로 준비하고 있습니다. 내년부터는 직투 수익 중 일부를 ISA에도 투입할 예정입니다.

모두 화이팅!!",379800
송파크,2024-12-27T17:11:51+09:00,한덕수탄핵..월요일에 환율급등 여파로 또 주가 상승 예정,379800
